id_lineups,Lineup,Plus/Minus,Minutes,Possessions Equipe,Points Equipe,Field goals attempted Equipe,Field goals made Equipe,2-pt field goals attempted Equipe,2-pt field goals made Equipe,"2-pt field goals, % Equipe","centile_2-pt field goals, % Equipe",3-pt field goals attempted Equipe,3-pt field goals made Equipe,"3-pt field goals, % Equipe","centile_3-pt field goals, % Equipe",Free throws attempted Equipe,Free throws made Equipe,"Free throws, % Equipe","centile_Free throws, % Equipe",Rebounds Equipe,Offensive rebounds Equipe,Defensive rebounds Equipe,Assists Equipe,Steals Equipe,Turnovers Equipe,Fouls Equipe,Possessions Opposant,Points Opposant,Field goals attempted Opposant,Field goals made Opposant,2-pt field goals attempted Opposant,2-pt field goals made Opposant,"2-pt field goals, % Opposant","centile_2-pt field goals, % Opposant",3-pt field goals attempted Opposant,3-pt field goals made Opposant,"3-pt field goals, % Opposant","centile_3-pt field goals, % Opposant",Free throws attempted Opposant,Free throws made Opposant,"Free throws, % Opposant","centile_Free throws, % Opposant",Rebounds Opposant,Offensive rebounds Opposant,Defensive rebounds Opposant,Assists Opposant,Steals Opposant,Turnovers Opposant,Fouls Opposant,Equipe,Championnat,Player_1_name,Player_2_name,Player_3_name,Player_4_name,Player_5_name,Player_1_id,Player_2_id,Player_3_id,Player_4_id,Player_5_id,Secondes,centile_Secondes,Rentabilite_possessions_equipe,centile_Rentabilite_possessions_equipe,Rentabilite_possessions_opp,centile_Rentabilite_possessions_opp,Differentiel_rentabilite_possessions,centile_Differentiel_rentabilite_possessions,Rentabilite_temps_equipe,centile_Rentabilite_temps_equipe,Rentabilite_temps_opp,centile_Rentabilite_temps_opp,Differentiel_rentabilite_temps,centile_Differentiel_rentabilite_temps,True_Shooting_%_equipe,centile_True_Shooting_%_equipe,True_Shooting_%_opp,centile_True_Shooting_%_opp,Differentiel_True_Shooting_%,centile_Differentiel_True_Shooting_%,Pts_Tirs_Tentes_equipe,centile_Pts_Tirs_Tentes_equipe,Pts_Tirs_Tentes_opp,centile_Pts_Tirs_Tentes_opp,minutes_filtre,Differentiel_Pts_Tirs_Tentes,centile_Differentiel_Pts_Tirs_Tentes
SNB-3CSNB-10TSNB-9ASNB-7FSNB-5W,"3 C. Clemons, 10 S. Thompson, 9 M. Amini, 7 C. Frisch, 5 C. Walker",-10,16:40,39,30,28,10,17,7,41.2,17,11,3,27.3,27,9,7,77.8,49,7,5,2,6,2,1,7,42,40,29,17,19,13,68.4,85,10,4,40.0,67,4,2,50.0,10,15,5,10,12,1,5,12,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,10 S. Thompson,9 M. Amini,7 C. Frisch,5 C. Walker,SNB-3C,SNB-10T,SNB-9A,SNB-7F,SNB-5W,1000.0,51,76.92307692307693,32,95.23809523809524,29,-18.315018315018293,18,93.6,39,100.8,25,-7.200000000000017,26,46.93366708385482,16,65.01950585175553,75,-18.085838767900704,11,93.86733416770964,16,130.03901170351105,25,-36.17167753580141,11,blue
SNB-10TSNB-7FSNB-6LSNB-2GSNB-5W,"10 S. Thompson, 7 C. Frisch, 6 A. Labanca, 2 M. Gauzin, 5 C. Walker",9,16:21,42,41,26,16,17,11,64.7,76,9,5,55.6,88,7,4,57.1,14,14,4,10,10,5,6,2,37,32,28,15,21,13,61.9,72,7,2,28.6,28,2,0,0.0,1,9,2,7,3,5,6,7,SLUC Nancy Basket,Betclic Elite,10 S. Thompson,7 C. Frisch,6 A. Labanca,2 M. Gauzin,5 C. Walker,SNB-10T,SNB-7F,SNB-6L,SNB-2G,SNB-5W,981.0,51,97.61904761904762,71,86.48648648648648,46,11.132561132561136,63,102.75229357798165,75,90.51987767584096,73,12.232415902140673,83,70.49518569463548,82,55.4016620498615,39,15.09352364477398,80,140.99037138927096,82,110.803324099723,60,30.18704728954796,80,blue
SNB-11WSNB-10TSNB-7FSNB-6LSNB-5W,"11 I. Washington, 10 S. Thompson, 7 C. Frisch, 6 A. Labanca, 5 C. Walker",-9,15:19,33,26,24,11,14,7,50.0,34,10,4,40.0,61,0,0,0.0,1,9,1,8,7,4,4,10,41,35,22,10,10,3,30.0,3,12,7,58.3,93,9,8,88.9,75,16,4,12,6,2,7,1,SLUC Nancy Basket,Betclic Elite,11 I. Washington,10 S. Thompson,7 C. Frisch,6 A. Labanca,5 C. Walker,SNB-11W,SNB-10T,SNB-7F,SNB-6L,SNB-5W,919.0,46,78.78787878787878,37,85.36585365853658,48,-6.577974870657798,38,86.18063112078347,15,107.07290533188248,9,-20.892274211098997,4,54.16666666666666,37,67.41140215716487,82,-13.244735490498208,18,108.33333333333331,37,134.82280431432974,17,-26.489470980996416,18,blue
SNB-3CSNB-15OSNB-10TSNB-6LSNB-5W,"3 C. Clemons, 15 D. Oliver, 10 S. Thompson, 6 A. Labanca, 5 C. Walker",8,13:37,35,33,25,12,13,7,53.8,43,12,5,41.7,65,5,4,80.0,55,9,3,6,12,2,2,2,34,25,26,10,15,6,40.0,14,11,4,36.4,55,2,1,50.0,10,15,6,9,5,2,3,7,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,15 D. Oliver,10 S. Thompson,6 A. Labanca,5 C. Walker,SNB-3C,SNB-15O,SNB-10T,SNB-6L,SNB-5W,817.0,39,94.28571428571428,65,73.52941176470588,74,20.756302521008397,73,102.81517747858015,76,99.87760097919217,30,2.937576499388001,57,60.66176470588236,56,46.50297619047619,15,14.158788515406172,77,121.32352941176472,56,93.00595238095238,84,28.317577030812345,77,blue
SNB-3CSNB-10TSNB-7FSNB-6LSNB-2G,"3 C. Clemons, 10 S. Thompson, 7 C. Frisch, 6 A. Labanca, 2 M. Gauzin",-1,12:46,32,23,24,10,14,8,57.1,53,10,2,20.0,13,1,1,100.0,90,9,1,8,6,4,3,6,32,24,21,10,16,7,43.8,23,5,3,60.0,94,2,1,50.0,10,11,2,9,6,1,4,5,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,10 S. Thompson,7 C. Frisch,6 A. Labanca,2 M. Gauzin,SNB-3C,SNB-10T,SNB-7F,SNB-6L,SNB-2G,766.0,33,71.875,25,75.0,70,-3.125,43,100.26109660574411,68,100.26109660574411,27,0.0,49,47.05400981996726,16,54.84460694698355,37,-7.790597127016291,28,94.10801963993453,16,109.6892138939671,62,-15.581194254032582,28,blue
SNB-11WSNB-10TSNB-7FSNB-12PSNB-5W,"11 I. Washington, 10 S. Thompson, 7 C. Frisch, 12 Z. Perrin, 5 C. Walker",2,12:29,31,35,22,12,16,10,62.5,71,6,2,33.3,39,10,9,90.0,76,12,5,7,4,1,3,4,29,33,22,12,11,6,54.5,53,11,6,54.5,89,3,3,100.0,90,6,1,5,10,1,2,8,SLUC Nancy Basket,Betclic Elite,11 I. Washington,10 S. Thompson,7 C. Frisch,12 Z. Perrin,5 C. Walker,SNB-11W,SNB-10T,SNB-7F,SNB-12P,SNB-5W,749.0,32,112.90322580645164,88,113.79310344827589,6,-0.889877641824242,46,99.3324432576769,65,92.92389853137516,63,6.408544726301741,67,66.2878787878788,74,70.75471698113208,88,-4.466838193253281,35,132.5757575757576,74,141.50943396226415,11,-8.933676386506562,35,blue
SNB-3CSNB-11WSNB-10TSNB-9ASNB-7F,"3 C. Clemons, 11 I. Washington, 10 S. Thompson, 9 M. Amini, 7 C. Frisch",7,12:20,27,31,20,12,9,6,66.7,80,11,6,54.5,86,2,1,50.0,9,8,0,8,7,3,4,5,31,24,20,10,12,8,66.7,82,8,2,25.0,19,2,2,100.0,90,9,1,8,5,4,5,2,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,11 I. Washington,10 S. Thompson,9 M. Amini,7 C. Frisch,SNB-3C,SNB-11W,SNB-10T,SNB-9A,SNB-7F,740.0,30,114.8148148148148,89,77.41935483870968,64,37.39545997610513,91,87.56756756756758,18,100.54054054054056,26,-12.972972972972968,14,74.23371647509579,89,57.4712643678161,52,16.762452107279692,83,148.46743295019158,89,114.9425287356322,47,33.524904214559385,83,blue
SNB-3CSNB-10TSNB-2GSNB-12PSNB-5W,"3 C. Clemons, 10 S. Thompson, 2 M. Gauzin, 12 Z. Perrin, 5 C. Walker",-1,12:12,29,27,22,11,12,7,58.3,56,10,4,40.0,61,3,1,33.3,3,5,2,3,5,1,4,8,29,28,18,10,11,7,63.6,76,7,3,42.9,73,7,5,71.4,33,10,3,7,6,2,1,2,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,10 S. Thompson,2 M. Gauzin,12 Z. Perrin,5 C. Walker,SNB-3C,SNB-10T,SNB-2G,SNB-12P,SNB-5W,732.0,28,93.10344827586206,64,96.55172413793105,24,-3.448275862068968,42,95.08196721311477,44,95.08196721311477,51,0.0,49,57.89022298456261,48,66.41366223908919,79,-8.52343925452658,27,115.78044596912522,48,132.82732447817838,20,-17.04687850905316,27,blue
SNB-3CSNB-10TSNB-9ASNB-12PSNB-5W,"3 C. Clemons, 10 S. Thompson, 9 M. Amini, 12 Z. Perrin, 5 C. Walker",1,11:34,29,21,15,8,7,5,71.4,88,8,3,37.5,51,5,2,40.0,4,5,0,5,6,4,6,8,27,20,15,6,9,5,55.6,57,6,1,16.7,8,9,7,77.8,49,8,3,5,4,2,7,7,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,10 S. Thompson,9 M. Amini,12 Z. Perrin,5 C. Walker,SNB-3C,SNB-10T,SNB-9A,SNB-12P,SNB-5W,694.0,21,72.41379310344827,25,74.07407407407408,73,-1.6602809706258057,45,100.28818443804036,69,93.37175792507205,60,6.9164265129683,69,61.04651162790697,57,52.74261603375528,31,8.303895594151697,65,122.09302325581396,57,105.48523206751057,68,16.607791188303395,65,blue
SNB-3CSNB-11WSNB-15OSNB-12PSNB-5W,"3 C. Clemons, 11 I. Washington, 15 D. Oliver, 12 Z. Perrin, 5 C. Walker",-2,11:30,28,27,15,8,6,4,66.7,80,9,4,44.4,71,12,7,58.3,16,7,2,5,3,4,7,6,31,29,21,13,15,11,73.3,93,6,2,33.3,42,2,1,50.0,10,10,2,8,7,1,4,8,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,11 I. Washington,15 D. Oliver,12 Z. Perrin,5 C. Walker,SNB-3C,SNB-11W,SNB-15O,SNB-12P,SNB-5W,690.0,21,96.42857142857144,68,93.5483870967742,31,2.8801843317972384,50,97.39130434782608,57,107.82608695652172,7,-10.434782608695656,18,66.5680473372781,75,66.27056672760511,78,0.2974806096729878,46,133.1360946745562,75,132.54113345521023,21,0.5949612193459757,46,blue
SNB-11WSNB-10TSNB-9ASNB-7FSNB-5W,"11 I. Washington, 10 S. Thompson, 9 M. Amini, 7 C. Frisch, 5 C. Walker",16,11:11,24,40,18,15,12,10,83.3,96,6,5,83.3,99,6,5,83.3,64,5,0,5,6,2,1,4,28,24,20,9,15,7,46.7,30,5,2,40.0,67,4,4,100.0,90,7,4,3,5,1,2,4,SLUC Nancy Basket,Betclic Elite,11 I. Washington,10 S. Thompson,9 M. Amini,7 C. Frisch,5 C. Walker,SNB-11W,SNB-10T,SNB-9A,SNB-7F,SNB-5W,671.0,18,166.66666666666669,100,85.71428571428571,48,80.95238095238098,99,85.84202682563338,15,100.14903129657228,28,-14.307004470938908,13,96.89922480620154,100,55.147058823529406,37,41.75216598267214,99,193.7984496124031,100,110.2941176470588,62,83.50433196534428,99,blue
SNB-3CSNB-10TSNB-6LSNB-12PSNB-5W,"3 C. Clemons, 10 S. Thompson, 6 A. Labanca, 12 Z. Perrin, 5 C. Walker",-1,10:06,20,24,12,7,7,4,57.1,53,5,3,60.0,92,8,7,87.5,73,6,0,6,7,0,1,5,22,25,17,10,9,7,77.8,96,8,3,37.5,58,2,2,100.0,90,6,1,5,6,0,2,5,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,10 S. Thompson,6 A. Labanca,12 Z. Perrin,5 C. Walker,SNB-3C,SNB-10T,SNB-6L,SNB-12P,SNB-5W,606.0,1,120.0,94,113.63636363636364,7,6.36363636363636,56,79.20792079207921,5,87.12871287128714,82,-7.920792079207928,24,77.31958762886599,95,69.91051454138703,85,7.4090730874789585,63,154.63917525773198,95,139.82102908277406,14,14.818146174957915,63,blue
N9-7CN9-17PN9-23RN9-6LN9-8S,"7 A. Caver, 17 R. Prkacin, 23 D. Rodriguez, 6 P. Lacombe, 8 B. Sene",44,96:52,225,231,164,93,114,68,59.6,60,50,25,50.0,80,24,20,83.3,64,62,14,48,63,33,32,51,238,187,131,67,74,47,63.5,76,57,20,35.1,49,40,33,82.5,59,68,12,56,41,19,49,35,Nanterre 92,Betclic Elite,7 A. Caver,17 R. Prkacin,23 D. Rodriguez,6 P. Lacombe,8 B. Sene,N9-7C,N9-17P,N9-23R,N9-6L,N9-8S,5812.0,99,102.66666666666666,78,78.57142857142857,62,24.095238095238088,78,92.91121816930487,34,98.2794218857536,35,-5.368203716448718,31,66.16636113657195,73,62.920592193808886,70,3.245768942763064,53,132.3327222731439,73,125.84118438761776,29,6.491537885526128,53,blue
N9-7CN9-1TN9-23RN9-6LN9-8S,"7 A. Caver, 1 J. Tillman, 23 D. Rodriguez, 6 P. Lacombe, 8 B. Sene",-3,50:14,115,95,73,36,51,30,58.8,57,22,6,27.3,27,21,17,81.0,58,29,5,24,17,11,18,25,125,98,76,35,40,22,55.0,55,36,13,36.1,53,22,15,68.2,29,39,12,27,23,9,25,27,Nanterre 92,Betclic Elite,7 A. Caver,1 J. Tillman,23 D. Rodriguez,6 P. Lacombe,8 B. Sene,N9-7C,N9-1T,N9-23R,N9-6L,N9-8S,3014.0,92,82.6086956521739,42,78.4,62,4.208695652173901,53,91.57266091572662,31,99.535500995355,32,-7.962840079628393,23,57.75778210116732,48,57.18954248366013,50,0.5682396175071958,47,115.51556420233464,48,114.37908496732024,49,1.1364792350143915,47,blue
N9-1TN9-6LN9-22DN9-8SN9-10B,"1 J. Tillman, 6 P. Lacombe, 22 L. Dussoulier, 8 B. Sene, 10 M. Barbitch",23,26:04,58,74,49,29,30,18,60.0,63,19,11,57.9,90,5,5,100.0,90,21,5,16,23,2,4,12,53,51,33,16,16,11,68.8,86,17,5,29.4,31,18,14,77.8,49,16,2,14,9,2,5,6,Nanterre 92,Betclic Elite,1 J. Tillman,6 P. Lacombe,22 L. Dussoulier,8 B. Sene,10 M. Barbitch,N9-1T,N9-6L,N9-22D,N9-8S,N9-10B,1564.0,77,127.58620689655172,97,96.22641509433964,26,31.3597918022121,85,89.00255754475704,23,81.32992327365729,93,7.672634271099753,73,72.265625,87,62.316715542522,67,9.948909457478004,70,144.53125,87,124.633431085044,32,19.897818914956005,70,blue
N9-7CN9-23RN9-6LN9-22DN9-8S,"7 A. Caver, 23 D. Rodriguez, 6 P. Lacombe, 22 L. Dussoulier, 8 B. Sene",9,18:22,45,41,35,16,22,14,63.6,73,13,2,15.4,8,7,7,100.0,90,20,6,14,8,4,4,8,40,32,23,10,14,7,50.0,38,9,3,33.3,42,10,9,90.0,77,11,1,10,6,3,9,8,Nanterre 92,Betclic Elite,7 A. Caver,23 D. Rodriguez,6 P. Lacombe,22 L. Dussoulier,8 B. Sene,N9-7C,N9-23R,N9-6L,N9-22D,N9-8S,1102.0,58,91.11111111111111,60,80.0,60,11.111111111111114,62,98.00362976406534,61,87.11433756805808,83,10.88929219600726,79,53.83403361344538,35,58.39416058394161,56,-4.560126970496235,35,107.66806722689076,35,116.78832116788324,43,-9.12025394099247,35,blue
N9-25HN9-7CN9-17PN9-23RN9-8S,"25 W. Howard, 7 A. Caver, 17 R. Prkacin, 23 D. Rodriguez, 8 B. Sene",-10,15:11,37,26,22,10,14,8,57.1,53,8,2,25.0,22,6,4,66.7,27,9,3,6,7,4,7,3,34,36,24,14,17,10,58.8,66,7,4,57.1,92,6,4,66.7,26,13,4,9,10,2,6,6,Nanterre 92,Betclic Elite,25 W. Howard,7 A. Caver,17 R. Prkacin,23 D. Rodriguez,8 B. Sene,N9-25H,N9-7C,N9-17P,N9-23R,N9-8S,911.0,46,70.27027027027027,21,105.88235294117648,11,-35.612082670906204,11,97.47530186608124,58,89.57189901207464,76,7.9034028540066,73,52.75974025974026,32,67.56756756756756,82,-14.807827307827305,15,105.51948051948052,32,135.13513513513513,17,-29.61565461565461,15,blue
N9-7CN9-1TN9-23RN9-6LN9-10B,"7 A. Caver, 1 J. Tillman, 23 D. Rodriguez, 6 P. Lacombe, 10 M. Barbitch",-7,14:48,36,30,26,11,19,10,52.6,41,7,1,14.3,7,9,7,77.8,49,12,6,6,7,3,3,9,37,37,23,14,15,9,60.0,69,8,5,62.5,96,7,4,57.1,14,8,2,6,12,2,6,7,Nanterre 92,Betclic Elite,7 A. Caver,1 J. Tillman,23 D. Rodriguez,6 P. Lacombe,10 M. Barbitch,N9-7C,N9-1T,N9-23R,N9-6L,N9-10B,888.0,44,83.33333333333334,44,100.0,19,-16.666666666666657,21,97.2972972972973,56,100.0,29,-2.702702702702694,39,50.06675567423231,22,70.93558282208589,89,-20.86882714785358,9,100.13351134846462,22,141.87116564417178,10,-41.73765429570716,9,blue
N9-25HN9-7CN9-17PN9-23RN9-6L,"25 W. Howard, 7 A. Caver, 17 R. Prkacin, 23 D. Rodriguez, 6 P. Lacombe",15,14:26,35,30,20,12,14,7,50.0,34,6,5,83.3,99,2,1,50.0,9,17,3,14,8,3,6,6,36,15,22,5,14,4,28.6,2,8,1,12.5,6,4,4,100.0,90,7,2,5,5,5,4,7,Nanterre 92,Betclic Elite,25 W. Howard,7 A. Caver,17 R. Prkacin,23 D. Rodriguez,6 P. Lacombe,N9-25H,N9-7C,N9-17P,N9-23R,N9-6L,866.0,42,85.71428571428571,48,41.66666666666667,98,44.04761904761904,95,96.99769053117782,55,99.7690531177829,30,-2.771362586605079,39,71.83908045977012,85,31.565656565656564,0,40.27342389411355,99,143.67816091954023,85,63.13131313131313,99,80.5468477882271,99,blue
N9-7CN9-1TN9-23RN9-8SN9-13J,"7 A. Caver, 1 J. Tillman, 23 D. Rodriguez, 8 B. Sene, 13 F. Jackson",-15,14:22,33,25,23,10,16,7,43.8,21,7,3,42.9,67,3,2,66.7,27,7,3,4,4,0,4,5,30,40,20,15,11,9,81.8,97,9,6,66.7,98,4,4,100.0,90,10,1,9,13,1,6,8,Nanterre 92,Betclic Elite,7 A. Caver,1 J. Tillman,23 D. Rodriguez,8 B. Sene,13 F. Jackson,N9-7C,N9-1T,N9-23R,N9-8S,N9-13J,862.0,42,75.75757575757575,30,133.33333333333331,0,-57.57575757575757,1,91.87935034802784,33,83.52668213457076,88,8.352668213457079,74,51.398026315789465,26,91.91176470588236,99,-40.51373839009288,0,102.79605263157892,26,183.8235294117647,0,-81.02747678018576,0,blue
N9-7CN9-23RN9-6LN9-22DN9-13J,"7 A. Caver, 23 D. Rodriguez, 6 P. Lacombe, 22 L. Dussoulier, 13 F. Jackson",-6,14:10,34,22,16,5,10,3,30.0,5,6,2,33.3,39,13,10,76.9,47,9,2,7,3,3,4,10,29,28,17,7,6,3,50.0,38,11,4,36.4,55,12,10,83.3,63,11,2,9,6,1,4,11,Nanterre 92,Betclic Elite,7 A. Caver,23 D. Rodriguez,6 P. Lacombe,22 L. Dussoulier,13 F. Jackson,N9-7C,N9-23R,N9-6L,N9-22D,N9-13J,850.0,41,64.70588235294117,13,96.55172413793105,24,-31.845841784989855,12,96.0,49,81.88235294117648,92,14.117647058823522,85,50.64456721915286,25,62.83662477558348,70,-12.19205755643062,19,101.28913443830572,25,125.67324955116696,29,-24.38411511286124,19,blue
N9-23RN9-6LN9-22DN9-8SN9-13J,"23 D. Rodriguez, 6 P. Lacombe, 22 L. Dussoulier, 8 B. Sene, 13 F. Jackson",-12,12:47,32,22,20,7,13,5,38.5,13,7,2,28.6,29,8,6,75.0,43,8,3,5,4,4,3,7,36,34,20,11,11,8,72.7,92,9,3,33.3,42,9,9,100.0,90,14,2,12,7,1,5,7,Nanterre 92,Betclic Elite,23 D. Rodriguez,6 P. Lacombe,22 L. Dussoulier,8 B. Sene,13 F. Jackson,N9-23R,N9-6L,N9-22D,N9-8S,N9-13J,767.0,33,68.75,18,94.44444444444444,29,-25.694444444444443,15,100.1303780964798,67,112.64667535853977,4,-12.51629726205998,14,46.7687074829932,15,70.95158597662771,90,-24.18287849363451,7,93.5374149659864,15,141.90317195325542,9,-48.36575698726902,7,blue
N9-1TN9-22DN9-8SN9-0FN9-10B,"1 J. Tillman, 22 L. Dussoulier, 8 B. Sene, 0 L. Fischer, 10 M. Barbitch",4,12:15,27,21,20,6,11,3,27.3,4,9,3,33.3,39,8,6,75.0,43,10,4,6,3,2,2,5,31,17,20,7,11,6,54.5,53,9,1,11.1,5,4,2,50.0,10,13,3,10,6,0,4,7,Nanterre 92,Betclic Elite,1 J. Tillman,22 L. Dussoulier,8 B. Sene,0 L. Fischer,10 M. Barbitch,N9-1T,N9-22D,N9-8S,N9-0F,N9-10B,735.0,29,77.77777777777779,34,54.83870967741935,95,22.939068100358437,76,88.16326530612245,20,101.22448979591836,23,-13.061224489795904,13,44.642857142857146,11,39.06249999999999,3,5.580357142857153,59,89.28571428571429,11,78.12499999999999,96,11.160714285714306,59,blue
N9-7CN9-17PN9-6LN9-22DN9-8S,"7 A. Caver, 17 R. Prkacin, 6 P. Lacombe, 22 L. Dussoulier, 8 B. Sene",4,12:00,24,22,16,8,11,4,36.4,9,5,4,80.0,98,3,2,66.7,27,4,2,2,5,4,3,7,33,18,15,5,9,3,33.3,7,6,2,33.3,42,6,6,100.0,90,10,5,5,3,1,8,6,Nanterre 92,Betclic Elite,7 A. Caver,17 R. Prkacin,6 P. Lacombe,22 L. Dussoulier,8 B. Sene,N9-7C,N9-17P,N9-6L,N9-22D,N9-8S,720.0,26,91.66666666666666,62,54.54545454545454,96,37.12121212121212,91,80.0,6,110.0,6,-29.999999999999982,1,63.51039260969977,65,51.02040816326531,28,12.489984446434462,75,127.02078521939954,65,102.04081632653062,71,24.979968892868925,75,blue
N9-7CN9-23RN9-22DN9-13JN9-10B,"7 A. Caver, 23 D. Rodriguez, 22 L. Dussoulier, 13 F. Jackson, 10 M. Barbitch",17,11:51,34,43,26,16,19,14,73.7,93,7,2,28.6,29,9,9,100.0,90,11,3,8,7,0,3,7,29,26,18,8,13,7,53.8,51,5,1,20.0,10,10,9,90.0,77,8,2,6,7,1,3,11,Nanterre 92,Betclic Elite,7 A. Caver,23 D. Rodriguez,22 L. Dussoulier,13 F. Jackson,10 M. Barbitch,N9-7C,N9-23R,N9-22D,N9-13J,N9-10B,711.0,24,126.47058823529412,96,89.65517241379311,37,36.815415821501006,90,114.76793248945148,94,97.89029535864978,37,16.877637130801688,89,71.76234979973297,85,58.03571428571429,54,13.726635514018682,76,143.52469959946595,85,116.07142857142858,45,27.453271028037364,76,blue
N9-7CN9-23RN9-6LN9-22DN9-10B,"7 A. Caver, 23 D. Rodriguez, 6 P. Lacombe, 22 L. Dussoulier, 10 M. Barbitch",-11,11:11,28,15,19,6,13,5,38.5,13,6,1,16.7,10,3,2,66.7,27,7,3,4,4,1,5,6,26,26,17,10,10,7,70.0,88,7,3,42.9,73,4,3,75.0,41,11,3,8,4,2,3,3,Nanterre 92,Betclic Elite,7 A. Caver,23 D. Rodriguez,6 P. Lacombe,22 L. Dussoulier,10 M. Barbitch,N9-7C,N9-23R,N9-6L,N9-22D,N9-10B,671.0,18,53.57142857142857,3,100.0,19,-46.42857142857143,5,100.14903129657228,67,92.99552906110284,62,7.15350223546946,70,36.90944881889764,2,69.2963752665245,84,-32.38692644762687,3,73.81889763779527,2,138.592750533049,15,-64.77385289525374,3,blue
N9-7CN9-1TN9-6LN9-22DN9-8S,"7 A. Caver, 1 J. Tillman, 6 P. Lacombe, 22 L. Dussoulier, 8 B. Sene",12,11:07,32,32,21,10,11,7,63.6,73,10,3,30.0,32,10,9,90.0,76,12,5,7,10,3,1,8,26,20,13,5,6,3,50.0,38,7,2,28.6,28,10,8,80.0,54,5,1,4,3,1,7,10,Nanterre 92,Betclic Elite,7 A. Caver,1 J. Tillman,6 P. Lacombe,22 L. Dussoulier,8 B. Sene,N9-7C,N9-1T,N9-6L,N9-22D,N9-8S,667.0,17,100.0,73,76.92307692307693,65,23.076923076923062,77,115.1424287856072,95,93.55322338830584,59,21.58920539730136,93,62.99212598425197,64,57.4712643678161,52,5.520861616435873,58,125.98425196850394,64,114.9425287356322,47,11.041723232871746,58,blue
N9-7CN9-17PN9-23RN9-22DN9-8S,"7 A. Caver, 17 R. Prkacin, 23 D. Rodriguez, 22 L. Dussoulier, 8 B. Sene",7,10:47,23,29,17,11,9,6,66.7,80,8,5,62.5,95,2,2,100.0,90,8,2,6,7,1,1,6,21,22,11,5,3,1,33.3,7,8,4,50.0,84,9,8,88.9,75,4,0,4,4,1,3,4,Nanterre 92,Betclic Elite,7 A. Caver,17 R. Prkacin,23 D. Rodriguez,22 L. Dussoulier,8 B. Sene,N9-7C,N9-17P,N9-23R,N9-22D,N9-8S,647.0,11,126.08695652173914,96,104.76190476190476,12,21.325051759834366,74,85.31684698608964,13,77.89799072642967,96,7.418856259659975,71,81.09619686800895,97,73.52941176470587,94,7.566785103303076,64,162.1923937360179,97,147.05882352941174,5,15.133570206606151,64,blue
N9-7CN9-23RN9-22DN9-8SN9-13J,"7 A. Caver, 23 D. Rodriguez, 22 L. Dussoulier, 8 B. Sene, 13 F. Jackson",11,10:41,25,30,19,11,14,8,57.1,53,5,3,60.0,92,5,5,100.0,90,7,1,6,6,0,1,3,26,19,21,8,14,6,42.9,21,7,2,28.6,28,3,1,33.3,4,10,5,5,7,1,1,3,Nanterre 92,Betclic Elite,7 A. Caver,23 D. Rodriguez,22 L. Dussoulier,8 B. Sene,13 F. Jackson,N9-7C,N9-23R,N9-22D,N9-8S,N9-13J,641.0,9,120.0,94,73.07692307692307,75,46.92307692307693,95,93.603744149766,40,97.34789391575664,40,-3.7441497659906418,36,70.75471698113208,83,42.56272401433692,4,28.19199296679516,94,141.50943396226415,83,85.12544802867383,95,56.38398593359032,94,blue
PB-24OPB-0IPB-3WPB-20JPB-13H,"24 B. Ouattara, 0 T. Shorts II, 3 T. Ward, 20 M. Jantunen, 13 K. Hayes",32,62:38,153,175,103,63,53,38,71.7,89,50,25,50.0,80,28,24,85.7,69,51,16,35,43,5,20,37,156,143,102,46,53,29,54.7,55,49,17,34.7,48,44,34,77.3,48,33,12,21,30,12,16,31,Paris Basketball,Betclic Elite,24 B. Ouattara,0 T. Shorts II,3 T. Ward,20 M. Jantunen,13 K. Hayes,PB-24O,PB-0I,PB-3W,PB-20J,PB-13H,3758.0,96,114.37908496732024,89,91.66666666666666,34,22.7124183006536,76,97.71154869611496,60,99.62746141564662,31,-1.915912719531676,43,75.87582379465834,93,58.91562294001318,57,16.960200854645166,84,151.7516475893167,93,117.83124588002636,42,33.92040170929033,84,blue
PB-0IPB-3WPB-20JPB-1MPB-13H,"0 T. Shorts II, 3 T. Ward, 20 M. Jantunen, 1 C. MALCOLM, 13 K. Hayes",29,37:32,96,91,64,31,32,19,59.4,60,32,12,37.5,51,22,17,77.3,48,33,11,22,22,6,8,18,97,62,61,22,38,16,42.1,19,23,6,26.1,23,14,12,85.7,71,34,13,21,12,2,13,19,Paris Basketball,Betclic Elite,0 T. Shorts II,3 T. Ward,20 M. Jantunen,1 C. MALCOLM,13 K. Hayes,PB-0I,PB-3W,PB-20J,PB-1M,PB-13H,2252.0,88,94.79166666666666,67,63.91752577319587,88,30.874140893470788,84,102.30905861456483,74,103.3747779751332,15,-1.06571936056838,45,61.753528773072745,60,46.158427635497326,14,15.59510113757542,81,123.50705754614548,60,92.31685527099464,85,31.19020227515084,81,blue
