id_lineups,Lineup,Plus/Minus,Minutes,Possessions Equipe,Points Equipe,Field goals attempted Equipe,Field goals made Equipe,2-pt field goals attempted Equipe,2-pt field goals made Equipe,"2-pt field goals, % Equipe","centile_2-pt field goals, % Equipe",3-pt field goals attempted Equipe,3-pt field goals made Equipe,"3-pt field goals, % Equipe","centile_3-pt field goals, % Equipe",Free throws attempted Equipe,Free throws made Equipe,"Free throws, % Equipe","centile_Free throws, % Equipe",Rebounds Equipe,Offensive rebounds Equipe,Defensive rebounds Equipe,Assists Equipe,Steals Equipe,Turnovers Equipe,Fouls Equipe,Possessions Opposant,Points Opposant,Field goals attempted Opposant,Field goals made Opposant,2-pt field goals attempted Opposant,2-pt field goals made Opposant,"2-pt field goals, % Opposant","centile_2-pt field goals, % Opposant",3-pt field goals attempted Opposant,3-pt field goals made Opposant,"3-pt field goals, % Opposant","centile_3-pt field goals, % Opposant",Free throws attempted Opposant,Free throws made Opposant,"Free throws, % Opposant","centile_Free throws, % Opposant",Rebounds Opposant,Offensive rebounds Opposant,Defensive rebounds Opposant,Assists Opposant,Steals Opposant,Turnovers Opposant,Fouls Opposant,Equipe,Championnat,Player_1_name,Player_2_name,Player_3_name,Player_4_name,Player_5_name,Player_1_id,Player_2_id,Player_3_id,Player_4_id,Player_5_id,Secondes,centile_Secondes,Rentabilite_possessions_equipe,centile_Rentabilite_possessions_equipe,Rentabilite_possessions_opp,centile_Rentabilite_possessions_opp,Differentiel_rentabilite_possessions,centile_Differentiel_rentabilite_possessions,Rentabilite_temps_equipe,centile_Rentabilite_temps_equipe,Rentabilite_temps_opp,centile_Rentabilite_temps_opp,Differentiel_rentabilite_temps,centile_Differentiel_rentabilite_temps,True_Shooting_%_equipe,centile_True_Shooting_%_equipe,True_Shooting_%_opp,centile_True_Shooting_%_opp,Differentiel_True_Shooting_%,centile_Differentiel_True_Shooting_%,Pts_Tirs_Tentes_equipe,centile_Pts_Tirs_Tentes_equipe,Pts_Tirs_Tentes_opp,centile_Pts_Tirs_Tentes_opp,minutes_filtre,Differentiel_Pts_Tirs_Tentes,centile_Differentiel_Pts_Tirs_Tentes
CB-0WCB-8MCB-12DCB-22BCB-3S,"0 A. Wheeler, 8 J. McNeace, 12 M. Diawara, 22 S. Bracq, 3 S. Smith",-12,26:05,68,50,41,21,30,15,50.0,34,11,6,54.5,86,4,2,50.0,9,22,7,15,14,3,11,17,66,62,41,20,23,11,47.8,32,18,9,50.0,84,15,13,86.7,73,18,4,14,14,7,8,12,Cholet Basket,Betclic Elite,0 A. Wheeler,8 J. McNeace,12 M. Diawara,22 S. Bracq,3 S. Smith,CB-0W,CB-8M,CB-12D,CB-22B,CB-3S,1565.0,77,73.52941176470588,26,93.93939393939394,31,-20.409982174688054,17,104.2811501597444,80,101.21405750798722,24,3.0670926517571786,58,58.465855940130965,50,65.12605042016807,76,-6.660194480037106,31,116.93171188026191,50,130.25210084033614,23,-13.320388960074212,31,blue
CB-25NCB-2ICB-5CCB-32VCB-3S,"25 C. Ndow, 2 C. Melvin III, 5 T. Campbell, 32 B. Vautier, 3 S. Smith",18,22:50,61,59,38,19,17,11,64.7,76,21,8,38.1,55,15,13,86.7,71,23,9,14,15,4,6,21,59,41,29,12,15,8,53.3,49,14,4,28.6,28,25,13,52.0,12,11,2,9,11,4,9,15,Cholet Basket,Betclic Elite,25 C. Ndow,2 C. Melvin III,5 T. Campbell,32 B. Vautier,3 S. Smith,CB-25N,CB-2I,CB-5C,CB-32V,CB-3S,1370.0,72,96.72131147540983,70,69.49152542372882,82,27.229786051681018,82,106.86131386861314,85,103.35766423357664,16,3.503649635036496,60,66.14349775784754,73,51.24999999999999,29,14.893497757847548,78,132.28699551569508,73,102.5,70,29.786995515695097,78,blue
CB-0WCB-8MCB-7SCB-12DCB-3S,"0 A. Wheeler, 8 J. McNeace, 7 N. De Sousa, 12 M. Diawara, 3 S. Smith",-12,20:05,46,42,25,11,14,6,42.9,20,11,5,45.5,73,18,15,83.3,64,20,4,16,10,2,11,10,54,54,38,19,25,10,40.0,14,13,9,69.2,99,10,7,70.0,31,14,4,10,12,7,2,11,Cholet Basket,Betclic Elite,0 A. Wheeler,8 J. McNeace,7 N. De Sousa,12 M. Diawara,3 S. Smith,CB-0W,CB-8M,CB-7S,CB-12D,CB-3S,1205.0,65,91.30434782608695,61,100.0,19,-8.695652173913047,32,91.6182572614108,32,107.551867219917,9,-15.933609958506224,8,63.791008505467794,67,63.67924528301887,73,0.1117632224489213,46,127.5820170109356,67,127.35849056603774,26,0.2235264448978426,46,blue
CB-25NCB-2ICB-32VCB-7SCB-3S,"25 C. Ndow, 2 C. Melvin III, 32 B. Vautier, 7 N. De Sousa, 3 S. Smith",-6,19:40,40,36,27,13,14,10,71.4,88,13,3,23.1,18,9,7,77.8,49,9,4,5,8,5,8,11,48,42,26,16,16,12,75.0,94,10,4,40.0,67,12,6,50.0,10,14,4,10,7,3,11,7,Cholet Basket,Betclic Elite,25 C. Ndow,2 C. Melvin III,32 B. Vautier,7 N. De Sousa,3 S. Smith,CB-25N,CB-2I,CB-32V,CB-7S,CB-3S,1180.0,64,90.0,59,87.5,45,2.5,50,81.35593220338983,8,97.6271186440678,38,-16.271186440677965,8,58.13953488372093,49,67.13554987212275,81,-8.996014988401818,26,116.27906976744188,49,134.2710997442455,18,-17.992029976803636,26,blue
CB-2ICB-5CCB-11ACB-32VCB-12D,"2 C. Melvin III, 5 T. Campbell, 11 G. Ayayi, 32 B. Vautier, 12 M. Diawara",8,19:06,46,42,30,16,18,13,72.2,90,12,3,25.0,22,10,7,70.0,33,20,5,15,12,7,7,8,51,34,30,11,15,6,40.0,14,15,5,33.3,42,8,7,87.5,74,12,3,9,9,4,9,9,Cholet Basket,Betclic Elite,2 C. Melvin III,5 T. Campbell,11 G. Ayayi,32 B. Vautier,12 M. Diawara,CB-2I,CB-5C,CB-11A,CB-32V,CB-12D,1146.0,62,91.30434782608695,61,66.66666666666666,85,24.637681159420296,79,96.3350785340314,51,106.80628272251307,10,-10.471204188481678,18,61.04651162790697,57,50.71599045346061,26,10.33052117444636,71,122.09302325581396,57,101.43198090692124,73,20.66104234889272,71,blue
CB-21RCB-8MCB-7SCB-12DCB-3S,"21 A. Roberson, 8 J. McNeace, 7 N. De Sousa, 12 M. Diawara, 3 S. Smith",10,16:57,34,38,23,13,14,7,50.0,34,9,6,66.7,97,9,6,66.7,27,9,0,9,10,5,4,11,51,28,24,9,15,6,40.0,14,9,3,33.3,42,9,7,77.8,49,12,4,8,6,3,12,12,Cholet Basket,Betclic Elite,21 A. Roberson,8 J. McNeace,7 N. De Sousa,12 M. Diawara,3 S. Smith,CB-21R,CB-8M,CB-7S,CB-12D,CB-3S,1017.0,53,111.76470588235294,87,54.90196078431373,95,56.86274509803921,98,80.23598820058996,7,120.35398230088497,1,-40.11799410029499,0,70.47477744807121,82,50.07153075822603,23,20.403246689845176,88,140.94955489614242,82,100.14306151645206,76,40.80649337969035,88,blue
CB-25NCB-2ICB-11ACB-8MCB-7S,"25 C. Ndow, 2 C. Melvin III, 11 G. Ayayi, 8 J. McNeace, 7 N. De Sousa",20,13:58,37,36,25,12,14,6,42.9,20,11,6,54.5,86,7,6,85.7,69,14,5,9,8,7,6,1,33,16,18,7,10,5,50.0,38,8,2,25.0,19,0,0,0.0,1,7,1,6,3,4,11,5,Cholet Basket,Betclic Elite,25 C. Ndow,2 C. Melvin III,11 G. Ayayi,8 J. McNeace,7 N. De Sousa,CB-25N,CB-2I,CB-11A,CB-8M,CB-7S,838.0,40,97.2972972972973,71,48.48484848484848,97,48.81244881244882,96,105.96658711217184,84,94.5107398568019,53,11.455847255369932,80,64.1025641025641,68,44.44444444444444,9,19.65811965811966,87,128.2051282051282,68,88.88888888888889,90,39.31623931623932,87,blue
CB-15BCB-0WCB-7SCB-12DCB-3S,"15 J. Briggs, 0 A. Wheeler, 7 N. De Sousa, 12 M. Diawara, 3 S. Smith",-13,11:40,29,13,22,6,15,5,33.3,7,7,1,14.3,7,0,0,0.0,1,10,6,4,3,2,5,12,31,26,17,9,10,7,70.0,88,7,2,28.6,28,9,6,66.7,26,7,2,5,8,2,4,3,Cholet Basket,Betclic Elite,15 J. Briggs,0 A. Wheeler,7 N. De Sousa,12 M. Diawara,3 S. Smith,CB-15B,CB-0W,CB-7S,CB-12D,CB-3S,700.0,22,44.82758620689656,1,83.87096774193549,53,-39.04338153503893,10,99.42857142857142,65,106.28571428571428,11,-6.857142857142861,27,29.545454545454547,1,62.02290076335878,66,-32.47744621790423,3,59.09090909090909,1,124.04580152671755,33,-64.95489243580846,3,blue
CB-2ICB-5CCB-11ACB-32VCB-3S,"2 C. Melvin III, 5 T. Campbell, 11 G. Ayayi, 32 B. Vautier, 3 S. Smith",0,11:33,27,26,15,10,10,8,80.0,95,5,2,40.0,61,7,4,57.1,14,6,1,5,8,2,5,5,26,26,16,10,8,6,75.0,94,8,4,50.0,84,5,2,40.0,5,6,2,4,6,3,6,6,Cholet Basket,Betclic Elite,2 C. Melvin III,5 T. Campbell,11 G. Ayayi,32 B. Vautier,3 S. Smith,CB-2I,CB-5C,CB-11A,CB-32V,CB-3S,693.0,21,96.29629629629628,68,100.0,19,-3.7037037037037095,40,93.5064935064935,38,90.04329004329004,75,3.463203463203456,59,71.90265486725664,86,71.42857142857143,91,0.4740834386852128,46,143.8053097345133,86,142.85714285714286,8,0.9481668773704256,46,blue
CB-25NCB-2ICB-11ACB-32VCB-22B,"25 C. Ndow, 2 C. Melvin III, 11 G. Ayayi, 32 B. Vautier, 22 S. Bracq",9,10:51,36,27,21,11,11,6,54.5,45,10,5,50.0,80,0,0,0.0,1,10,3,7,8,7,9,6,31,18,14,4,7,3,42.9,21,7,1,14.3,7,10,9,90.0,77,6,2,4,3,5,11,3,Cholet Basket,Betclic Elite,25 C. Ndow,2 C. Melvin III,11 G. Ayayi,32 B. Vautier,22 S. Bracq,CB-25N,CB-2I,CB-11A,CB-32V,CB-22B,651.0,13,75.0,29,58.06451612903226,93,16.935483870967737,69,132.7188940092166,100,114.28571428571428,2,18.43317972350232,89,64.28571428571429,69,48.91304347826088,21,15.372670807453416,80,128.57142857142858,69,97.82608695652176,78,30.745341614906835,80,blue
CB-2ICB-8MCB-7SCB-12DCB-3S,"2 C. Melvin III, 8 J. McNeace, 7 N. De Sousa, 12 M. Diawara, 3 S. Smith",-4,10:19,19,18,15,8,9,7,77.8,95,6,1,16.7,10,4,1,25.0,3,6,0,6,7,2,1,7,23,22,13,7,6,4,66.7,82,7,3,42.9,73,6,5,83.3,63,7,0,7,6,1,3,3,Cholet Basket,Betclic Elite,2 C. Melvin III,8 J. McNeace,7 N. De Sousa,12 M. Diawara,3 S. Smith,CB-2I,CB-8M,CB-7S,CB-12D,CB-3S,619.0,3,94.73684210526316,67,95.65217391304348,27,-0.9153318077803334,46,73.66720516962843,2,89.17609046849758,76,-15.508885298869146,9,53.69928400954653,35,70.33248081841433,88,-16.633196808867794,12,107.39856801909306,35,140.66496163682865,11,-33.26639361773559,12,blue
CB-21RCB-32VCB-7SCB-12DCB-3S,"21 A. Roberson, 32 B. Vautier, 7 N. De Sousa, 12 M. Diawara, 3 S. Smith",3,10:08,19,22,11,8,7,6,85.7,97,4,2,50.0,80,6,4,66.7,27,6,0,6,6,1,3,4,26,19,17,7,9,5,55.6,57,8,2,25.0,19,5,3,60.0,17,6,3,3,4,2,5,6,Cholet Basket,Betclic Elite,21 A. Roberson,32 B. Vautier,7 N. De Sousa,12 M. Diawara,3 S. Smith,CB-21R,CB-32V,CB-7S,CB-12D,CB-3S,608.0,2,115.78947368421052,90,73.07692307692307,75,42.71255060728747,93,75.0,3,102.63157894736842,18,-27.631578947368425,2,80.64516129032258,96,49.47916666666667,22,31.165994623655905,97,161.29032258064515,96,98.95833333333334,77,62.33198924731181,97,blue
BG-5JBG-13ABG-97CBG-3CBG-19B,"5 G. Watson Jr, 13 T. Agee, 97 V. Chery, 3 H. Cattoor, 19 C. Babb",22,68:45,152,149,106,52,60,35,58.3,56,46,17,37.0,48,34,28,82.4,61,51,12,39,34,8,12,31,162,127,109,51,62,37,59.7,67,47,14,29.8,31,18,11,61.1,18,50,15,35,24,5,17,37,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,97 V. Chery,3 H. Cattoor,19 C. Babb,BG-5J,BG-13A,BG-97C,BG-3C,BG-19B,4125.0,97,98.02631578947368,71,78.39506172839506,62,19.63125406107862,71,88.43636363636362,21,94.25454545454544,56,-5.818181818181827,30,61.59060846560847,59,54.31063975367773,35,7.279968711930742,63,123.18121693121694,59,108.62127950735544,64,14.559937423861484,63,blue
BG-5JBG-9BBG-13ABG-3CBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 13 T. Agee, 3 H. Cattoor, 19 C. Babb",12,52:00,123,108,82,37,41,23,56.1,50,41,14,34.1,43,22,20,90.9,78,47,8,39,20,5,17,23,118,96,90,36,53,24,45.3,26,37,12,32.4,36,16,12,75.0,41,44,10,34,28,6,10,25,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,13 T. Agee,3 H. Cattoor,19 C. Babb,BG-5J,BG-9B,BG-13A,BG-3C,BG-19B,3120.0,93,87.8048780487805,54,81.35593220338984,56,6.448945845390654,56,94.6153846153846,43,90.76923076923076,71,3.846153846153854,62,58.900523560209415,52,49.4641384995878,22,9.436385060621618,70,117.80104712041884,52,98.9282769991756,77,18.872770121243235,70,blue
BG-5JBG-13ABG-97CBG-77DBG-19B,"5 G. Watson Jr, 13 T. Agee, 97 V. Chery, 77 R. Domon, 19 C. Babb",-10,39:49,86,80,62,31,47,26,55.3,47,15,5,33.3,39,17,13,76.5,47,23,8,15,16,4,9,19,91,90,62,33,34,22,64.7,79,28,11,39.3,63,20,13,65.0,23,30,9,21,27,6,9,21,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,97 V. Chery,77 R. Domon,19 C. Babb,BG-5J,BG-13A,BG-97C,BG-77D,BG-19B,2389.0,90,93.02325581395348,64,98.9010989010989,22,-5.877843087145422,39,86.39598158225199,16,91.41900376726664,69,-5.023022185014639,32,57.57052389176741,46,63.559322033898304,71,-5.9887981421308965,32,115.14104778353482,46,127.1186440677966,28,-11.977596284261791,32,blue
BG-5JBG-9BBG-13ABG-12FBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 13 T. Agee, 12 V. Fofana, 19 C. Babb",6,31:11,76,61,47,21,29,14,48.3,29,18,7,38.9,58,12,12,100.0,90,22,3,19,12,6,13,13,76,55,52,19,28,10,35.7,9,24,9,37.5,58,14,8,57.1,14,28,10,18,16,6,10,19,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,13 T. Agee,12 V. Fofana,19 C. Babb,BG-5J,BG-9B,BG-13A,BG-12F,BG-19B,1871.0,83,80.26315789473685,39,72.36842105263158,78,7.894736842105274,59,97.4879743452699,58,97.4879743452699,39,0.0,49,58.33970925784239,50,47.283356258596974,16,11.056352999245412,73,116.67941851568476,50,94.56671251719396,83,22.112705998490824,73,blue
BG-5JBG-12FBG-97CBG-3CBG-19B,"5 G. Watson Jr, 12 V. Fofana, 97 V. Chery, 3 H. Cattoor, 19 C. Babb",-3,27:55,79,49,47,18,26,12,46.2,26,21,6,28.6,29,11,7,63.6,21,24,9,15,10,6,9,12,59,52,39,20,24,14,58.3,64,15,6,40.0,67,9,6,66.7,26,21,4,17,10,5,10,19,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,12 V. Fofana,97 V. Chery,3 H. Cattoor,19 C. Babb,BG-5J,BG-12F,BG-97C,BG-3C,BG-19B,1675.0,79,62.0253164556962,10,88.13559322033898,42,-26.110276764642776,15,113.19402985074628,93,84.53731343283582,87,28.65671641791046,96,47.2608024691358,17,60.52141527001862,61,-13.260612800882823,18,94.5216049382716,17,121.04283054003724,38,-26.52122560176565,18,blue
BG-5JBG-12FBG-97CBG-45CBG-19B,"5 G. Watson Jr, 12 V. Fofana, 97 V. Chery, 45 T. Cornely, 19 C. Babb",-5,26:27,64,54,35,18,17,11,64.7,76,18,7,38.9,58,17,11,64.7,23,13,4,9,15,5,8,20,67,59,36,15,22,11,50.0,38,14,4,28.6,28,30,25,83.3,63,22,8,14,9,5,10,17,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,12 V. Fofana,97 V. Chery,45 T. Cornely,19 C. Babb,BG-5J,BG-12F,BG-97C,BG-45C,BG-19B,1587.0,78,84.375,46,88.05970149253731,42,-3.6847014925373145,41,96.78638941398866,54,101.32325141776936,23,-4.536862003780712,34,63.559322033898304,66,59.959349593495936,60,3.599972440402368,55,127.1186440677966,66,119.91869918699189,39,7.199944880804736,55,blue
BG-5JBG-9BBG-12FBG-3CBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 12 V. Fofana, 3 H. Cattoor, 19 C. Babb",5,25:42,62,45,42,16,21,8,38.1,12,21,8,38.1,55,7,5,71.4,35,24,6,18,7,5,10,10,56,40,36,12,22,7,31.8,5,14,5,35.7,51,12,11,91.7,80,22,4,18,5,5,13,13,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,12 V. Fofana,3 H. Cattoor,19 C. Babb,BG-5J,BG-9B,BG-12F,BG-3C,BG-19B,1542.0,76,72.58064516129032,26,71.42857142857143,79,1.1520737327188897,48,96.49805447470818,52,87.15953307392996,82,9.33852140077822,76,49.91126885536824,22,48.44961240310077,19,1.4616564522674622,51,99.82253771073648,22,96.89922480620154,80,2.9233129045349244,51,blue
BG-5JBG-9BBG-13ABG-12FBG-45C,"5 G. Watson Jr, 9 G. Bezhanishvili, 13 T. Agee, 12 V. Fofana, 45 T. Cornely",10,24:26,49,51,36,19,22,16,72.7,91,14,3,21.4,15,11,10,90.9,78,17,2,15,11,4,4,6,46,41,31,16,17,10,58.8,66,14,6,42.9,73,4,3,75.0,41,15,1,14,9,2,7,10,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,13 T. Agee,12 V. Fofana,45 T. Cornely,BG-5J,BG-9B,BG-13A,BG-12F,BG-45C,1466.0,75,104.08163265306123,79,89.13043478260869,39,14.951197870452546,67,80.21828103683494,7,75.30695770804913,97,4.911323328785812,65,62.43878550440744,62,62.576312576312574,68,-0.13752707190514,44,124.87757100881488,62,125.15262515262516,31,-0.27505414381028,44,blue
BG-5JBG-9BBG-12FBG-45CBG-77D,"5 G. Watson Jr, 9 G. Bezhanishvili, 12 V. Fofana, 45 T. Cornely, 77 R. Domon",-19,23:27,52,31,34,13,28,12,42.9,20,6,1,16.7,10,9,4,44.4,5,14,5,9,4,4,9,15,52,50,32,19,23,15,65.2,80,9,4,44.4,76,11,8,72.7,36,17,3,14,8,5,7,9,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,12 V. Fofana,45 T. Cornely,77 R. Domon,BG-5J,BG-9B,BG-12F,BG-45C,BG-77D,1407.0,73,59.61538461538461,8,96.15384615384616,26,-36.53846153846155,10,88.69936034115139,21,88.69936034115139,79,0.0,49,40.83245521601686,4,67.86102062975027,82,-27.02856541373341,6,81.66491043203372,4,135.72204125950054,17,-54.05713082746682,6,blue
BG-9BBG-12FBG-45CBG-3CBG-19B,"9 G. Bezhanishvili, 12 V. Fofana, 45 T. Cornely, 3 H. Cattoor, 19 C. Babb",-1,20:43,47,44,29,14,17,9,52.9,42,12,5,41.7,65,17,11,64.7,23,13,2,11,10,4,5,4,41,45,30,16,11,6,54.5,53,19,10,52.6,87,4,3,75.0,41,15,3,12,13,1,5,13,BCM Gravelines-Dunkerque,Betclic Elite,9 G. Bezhanishvili,12 V. Fofana,45 T. Cornely,3 H. Cattoor,19 C. Babb,BG-9B,BG-12F,BG-45C,BG-3C,BG-19B,1243.0,68,93.61702127659576,64,109.75609756097562,9,-16.13907628437987,23,90.74818986323412,28,79.16331456154465,95,11.584875301689465,81,60.30701754385965,55,70.84382871536523,89,-10.53681117150559,25,120.61403508771927,55,141.68765743073047,10,-21.07362234301118,25,blue
BG-5JBG-9BBG-12FBG-77DBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 12 V. Fofana, 77 R. Domon, 19 C. Babb",-2,20:42,47,42,27,16,17,10,58.8,57,10,6,60.0,92,5,4,80.0,55,19,4,15,9,1,7,9,46,44,36,17,21,11,52.4,45,15,6,40.0,67,5,4,80.0,54,11,4,7,11,3,2,8,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,12 V. Fofana,77 R. Domon,19 C. Babb,BG-5J,BG-9B,BG-12F,BG-77D,BG-19B,1242.0,67,89.36170212765957,57,95.65217391304348,27,-6.2904717853839145,39,90.82125603864736,28,88.88888888888889,77,1.932367149758463,55,71.91780821917808,86,57.59162303664921,53,14.326185182528874,78,143.83561643835617,86,115.18324607329842,46,28.65237036505775,78,blue
BG-5JBG-13ABG-12FBG-97CBG-19B,"5 G. Watson Jr, 13 T. Agee, 12 V. Fofana, 97 V. Chery, 19 C. Babb",-8,20:12,56,34,31,11,16,5,31.3,6,15,6,40.0,61,8,6,75.0,43,15,4,11,5,2,7,15,42,42,23,12,14,6,42.9,21,9,6,66.7,98,16,12,75.0,41,12,0,12,10,4,8,11,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,12 V. Fofana,97 V. Chery,19 C. Babb,BG-5J,BG-13A,BG-12F,BG-97C,BG-19B,1212.0,65,60.71428571428571,9,100.0,19,-39.28571428571429,9,110.89108910891088,91,83.16831683168317,89,27.72277227722772,96,49.2468134414832,20,69.90679094540613,85,-20.65997750392293,10,98.4936268829664,20,139.81358189081226,14,-41.31995500784586,10,blue
BG-5JBG-9BBG-12FBG-45CBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 12 V. Fofana, 45 T. Cornely, 19 C. Babb",9,19:30,41,45,28,15,16,10,62.5,71,12,5,41.7,65,12,10,83.3,64,11,2,9,8,4,2,10,40,36,24,12,13,8,61.5,72,11,4,36.4,55,13,8,61.5,19,15,4,11,7,0,5,9,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,12 V. Fofana,45 T. Cornely,19 C. Babb,BG-5J,BG-9B,BG-12F,BG-45C,BG-19B,1170.0,63,109.75609756097562,86,90.0,37,19.75609756097562,72,84.1025641025641,12,82.05128205128206,91,2.051282051282044,56,67.60817307692307,76,60.56527590847914,62,7.042897168443922,62,135.21634615384613,76,121.13055181695827,37,14.085794336887844,62,blue
BG-5JBG-12FBG-97CBG-45CBG-77D,"5 G. Watson Jr, 12 V. Fofana, 97 V. Chery, 45 T. Cornely, 77 R. Domon",-5,17:04,37,29,25,10,15,6,40.0,15,10,4,40.0,61,6,5,83.3,64,12,3,9,6,2,4,11,46,34,28,13,15,10,66.7,82,13,3,23.1,14,5,5,100.0,90,12,2,10,6,2,2,6,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,12 V. Fofana,97 V. Chery,45 T. Cornely,77 R. Domon,BG-5J,BG-12F,BG-97C,BG-45C,BG-77D,1024.0,53,78.37837837837837,36,73.91304347826086,73,4.465334900117512,54,86.71875,17,107.8125,7,-21.09375,4,52.4602026049204,31,56.29139072847682,45,-3.831188123556416,37,104.9204052098408,31,112.58278145695364,54,-7.662376247112832,37,blue
BG-1LBG-5JBG-13ABG-97CBG-19B,"1 R. Langford, 5 G. Watson Jr, 13 T. Agee, 97 V. Chery, 19 C. Babb",-12,16:47,45,26,28,11,15,9,60.0,63,13,2,15.4,8,4,2,50.0,9,15,4,11,4,4,4,6,37,38,26,13,13,7,53.8,51,13,6,46.2,79,6,6,100.0,90,13,2,11,10,2,5,9,BCM Gravelines-Dunkerque,Betclic Elite,1 R. Langford,5 G. Watson Jr,13 T. Agee,97 V. Chery,19 C. Babb,BG-1L,BG-5J,BG-13A,BG-97C,BG-19B,1007.0,52,57.77777777777777,6,102.7027027027027,15,-44.92492492492492,6,107.24925521350546,86,88.18272095332672,80,19.06653426017874,90,43.68279569892473,10,66.34078212290503,79,-22.657986423980297,8,87.36559139784946,10,132.68156424581005,20,-45.3159728479606,8,blue
BG-5JBG-9BBG-13ABG-77DBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 13 T. Agee, 77 R. Domon, 19 C. Babb",1,15:47,34,29,22,10,14,8,57.1,53,8,2,25.0,22,9,7,77.8,49,12,3,9,7,4,5,11,37,28,23,8,14,6,42.9,21,9,2,22.2,13,13,10,76.9,47,13,4,9,5,0,6,5,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,13 T. Agee,77 R. Domon,19 C. Babb,BG-5J,BG-9B,BG-13A,BG-77D,BG-19B,947.0,49,85.29411764705883,48,75.67567567567568,68,9.618441971383149,60,86.16684266103485,15,93.76979936642029,58,-7.602956705385438,25,55.85516178736517,40,48.74651810584958,20,7.108643681515588,62,111.71032357473034,40,97.49303621169916,79,14.217287363031176,62,blue
BG-5JBG-13ABG-97CBG-45CBG-19B,"5 G. Watson Jr, 13 T. Agee, 97 V. Chery, 45 T. Cornely, 19 C. Babb",-12,14:42,35,34,20,11,15,9,60.0,63,5,2,40.0,61,16,10,62.5,20,10,0,10,1,2,5,11,44,46,28,15,15,9,60.0,69,13,6,46.2,79,11,10,90.9,79,13,3,10,10,4,3,13,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,97 V. Chery,45 T. Cornely,19 C. Babb,BG-5J,BG-13A,BG-97C,BG-45C,BG-19B,882.0,44,97.14285714285714,70,104.54545454545456,13,-7.402597402597408,35,95.23809523809524,45,119.7278911564626,1,-24.489795918367363,3,62.8698224852071,63,70.03654080389768,86,-7.166718318690577,31,125.7396449704142,63,140.07308160779536,13,-14.333436637381157,31,blue
BG-9BBG-12FBG-45CBG-77DBG-19B,"9 G. Bezhanishvili, 12 V. Fofana, 45 T. Cornely, 77 R. Domon, 19 C. Babb",-14,13:55,31,19,17,3,5,0,0.0,0,12,3,25.0,22,11,10,90.9,78,9,1,8,6,3,8,5,32,33,21,12,13,7,53.8,51,8,5,62.5,96,7,4,57.1,14,10,2,8,7,3,4,6,BCM Gravelines-Dunkerque,Betclic Elite,9 G. Bezhanishvili,12 V. Fofana,45 T. Cornely,77 R. Domon,19 C. Babb,BG-9B,BG-12F,BG-45C,BG-77D,BG-19B,835.0,40,61.29032258064516,9,103.125,14,-41.83467741935484,8,89.10179640718563,23,91.97604790419162,67,-2.874251497005986,38,43.498168498168496,9,68.52159468438539,84,-25.02342618621689,7,86.99633699633699,9,137.04318936877078,15,-50.04685237243379,7,blue
BG-5JBG-13ABG-97CBG-19BBG-10B,"5 G. Watson Jr, 13 T. Agee, 97 V. Chery, 19 C. Babb, 10 E. Boisdur",5,13:15,30,26,18,7,10,4,40.0,15,8,3,37.5,51,16,9,56.3,13,11,3,8,4,0,2,8,30,21,20,7,11,4,36.4,10,9,3,33.3,42,4,4,100.0,90,13,2,11,4,0,3,11,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,97 V. Chery,19 C. Babb,10 E. Boisdur,BG-5J,BG-13A,BG-97C,BG-19B,BG-10B,795.0,37,86.66666666666667,50,70.0,82,16.66666666666667,68,90.56603773584904,27,90.56603773584904,73,0.0,49,51.91693290734825,28,48.25367647058823,18,3.6632564367600153,55,103.8338658146965,28,96.50735294117646,81,7.326512873520031,55,blue
